campaign_id,business_name,category,business_location,promo,start_time,end_time,target_group,budget
CMP_2917_A22,Quick Connect,Supermarket Deals,Jaipur,App Exclusive Deal: Bluetooth Speaker% Extra Discount! Explore Collection Weekend Deal! *Min. spend required.,2025-05-23 20:10:18,2025-07-21 02:10:18,SMEs,272900
CMP_1625_A23,Apna Life Store,Bill Payments (Electricity/Water),Agra,Combo Deal: Pizza + Cold Drink @ just ₹299 Learn More,2025-04-23 22:18:03,2025-05-09 06:18:03,SMEs,60500
CMP_6668_E24,Sharma Pharmacy,Sustainable Indian Brands,Kochi,IPL Fever: Predict & Win Discount Coupon worth ₹25 Order Online Ending Midnight! *T&C Apply.,2025-04-04 02:22:12,2025-05-16 16:22:12,Tech Enthusiasts,209900
CMP_8759_C25,Naidu Chai Stall,Beauty & Personal Care,Kochi,Combo Deal: Kurti + Raita @ just ₹249 Explore Collection *Offer valid in Kochi.,2025-04-10 20:52:10,2025-04-26 08:52:10,Tech Enthusiasts,78800
CMP_5780_C26,Maha Deals,Bill Payments (Electricity/Water),Kanpur,IPL Fever: Predict & Win Discount Coupon worth ₹200 Recharge Now Ending Midnight! *Selected items only.,2025-05-13 07:43:57,2025-07-04 20:43:57,Newly Married Couples,128400
CMP_4230_E27,Das Tailors,Home Pooja Decor,Surat,Upgrade Offer: Exchange your old Washing Machine for new & get ₹5000 bonus Shop Now! Ending Midnight!,2025-05-26 23:45:56,2025-08-13 05:45:56,Music Lovers,413700
CMP_6660_D28,Shubh Junction,Ayurvedic Wellness,Hyderabad,Shaadi Season Special: 70% Discount on Wedding Collection,2025-03-24 14:28:38,2025-04-29 11:28:38,Senior Citizens (60+),413700
CMP_5043_A29,Singh Pharmacy,Telecom Recharge Offers,Guwahati,Flash Sale Alert: ₹150 OFF for next 3 hours! Claim Now,2025-03-26 22:40:58,2025-04-18 12:40:58,Eco-conscious Consumers,53100
CMP_5231_B30,DigitalZone,Home Cleaning Services,Udaipur,Upgrade Offer: Exchange your old Smartphone for new & get ₹3000 bonus Order Online Ending Midnight!,2025-03-25 15:36:45,2025-04-04 10:36:45,College Students,74200
CMP_9531_A31,Desi Deals,Music Streaming Subscriptions,Indore,Combo Deal: Burger + Raita @ just ₹99 Recharge Now While Stocks Last! *Selected items only.,2025-04-14 22:24:05,2025-06-29 13:24:05,Eco-conscious Consumers,145900
CMP_4648_E32,Delhi Computer Repair,Boat Rides & Ganga Aarti,Delhi (NCR),Rakhi Special: Buy Gift Voucher Get 1 Free on gifts Learn More Ending Midnight! *T&C Apply.,2025-05-26 14:50:52,2025-08-21 18:50:52,Business Owners,442500
CMP_4359_A33,Digital India Life Store,Sustainable Indian Brands,Udaipur,Independence Day Sale: Upto 30% OFF everything! Explore Collection *Selected items only.,2025-05-04 23:43:50,2025-05-26 21:43:50,Job Seekers,106900
CMP_3824_B34,NextGenSolutions,Fitness & Yoga Centers,Bhopal,Recharge Bonanza: Get ₹20 Cashback on mobile recharge of ₹199 or more Learn More *Min. spend required.,2025-04-27 13:14:17,2025-06-27 17:14:17,Tourists,124500
CMP_4158_D35,Smart Trends,Boat Rides & Ganga Aarti,Bhopal,Refer a Friend & Earn ₹500 wallet cash Get Offer Today Only! *T&C Apply.,2025-03-29 22:43:01,2025-05-10 13:43:01,Business Owners,139300
CMP_7915_A36,Royal Chowk,Startup Funding,Rishikesh,Independence Day Sale: Upto 20% OFF everything! Shop Now! *Selected items only.,2025-04-25 23:03:22,2025-07-07 08:03:22,Young Professionals (23-30),198600
CMP_7661_D37,Naidu Tailors,Home Decor & Furnishing,Thane,Flash Sale Alert: ₹25 OFF for next 3 hours! Learn More *On app orders only.,2025-03-28 18:07:26,2025-05-02 19:07:26,Movie Goers,183900
CMP_9324_C38,Star Express,Cab Services,Delhi (NCR),Weekend Getaway Deal: ₹2000 OFF on trips to Agra! Recharge Now Weekend Deal! *Min. spend required.,2025-04-27 01:00:45,2025-05-05 04:00:45,Senior Citizens (60+),60300
CMP_1161_B39,Namaste Bazaar,Traditional Attire (Phulkari),Surat,Combo Deal: Kurti + Popcorn Combo @ just ₹399 Get Offer Festive Special! *New users only.,2025-05-10 23:06:27,2025-06-21 01:06:27,Eco-conscious Consumers,241100
CMP_2150_C40,SmartSolutions,Pet Care,Kochi,IPL Fever: Predict & Win Discount Coupon worth ₹200 Book Today! Ending Midnight!,2025-04-14 11:15:46,2025-07-03 19:15:46,Working Mothers,544700
CMP_7115_D41,Shubh Trends,Competitive Exam Coaching,Udaipur,Independence Day Sale: Upto 15% OFF everything! Today Only! *Min. spend required.,2025-05-26 08:46:42,2025-06-17 11:46:42,College Students,62400
CMP_7101_C42,Smart Point,Consumer Electronics,Kolkata,Combo Deal: Movie Ticket + Raita @ just ₹299 Order Online,2025-04-13 04:35:37,2025-07-08 12:35:37,Working Mothers,908100
CMP_3308_D43,Raj Solutions,IT Services,Jaipur,New Arrival Launch Offer: Get Dinner Set% introductory discount Shop Now! Limited Time Offer! *Selected items only.,2025-04-03 05:34:06,2025-05-05 04:34:06,Business Owners,417100
CMP_2331_B44,Bharat Dhaba,Telecom Recharge Offers,Bhopal,Independence Day Sale: Upto 40% OFF everything! Recharge Now *Min. spend required.,2025-03-26 14:11:06,2025-04-22 17:11:06,College Students,54000
CMP_6315_A45,Malhotra Kirana,Gaming Tournaments (India),Shimla,Flash Sale Alert: ₹500 OFF for next 3 hours! Learn More Few Spots Left! *On app orders only.,2025-04-18 11:47:31,2025-06-05 04:47:31,Gen Z (16-24),129800
CMP_3216_B46,Singh Mobiles,Bill Payments (Electricity/Water),Jodhpur,Combo Deal: Burger + Leggings @ just ₹199 Explore Collection Festive Special! *On app orders only.,2025-05-28 18:18:30,2025-07-12 00:18:30,Parents (School Supplies),207800
CMP_1150_D47,Khan Sweets,Cultural Events,Agra,New Arrival Launch Offer: Get Silver Coin% introductory discount Explore Collection Weekend Deal! *Min. spend required.,2025-04-06 23:04:42,2025-06-02 20:04:42,Car Buyers,173200
CMP_9410_A48,Smart Point,OTT Platform Offers,Kolkata,Ganesh Chaturthi Offer: Free Modak box with orders over ₹499 *On app orders only.,2025-04-22 11:46:04,2025-05-13 03:46:04,Home Buyers,567000
CMP_6788_D49,Vedic Online,Online Pharmacy,Aurangabad,Refer a Friend & Earn ₹500 wallet cash Get Offer *New users only.,2025-05-05 09:36:23,2025-07-25 02:36:23,Patients (Pharmacy),256700
CMP_6244_C50,Royal Kendra,Gaming Tournaments (India),Nashik,Holi Hungama: 50% OFF on all colours! Shop Now! Few Spots Left!,2025-04-21 03:48:55,2025-05-06 03:48:55,Music Lovers,52000
CMP_6592_A51,SmartBasket,Boat Rides & Ganga Aarti,Indore,IPL Fever: Predict & Win Discount Coupon worth ₹50 Visit Store Weekend Deal! *Offer valid in Indore.,2025-05-22 09:23:05,2025-05-29 07:23:05,Car Buyers,26400
CMP_4339_D52,Guru Connect,Fitness & Yoga Centers,Chandigarh,Ganesh Chaturthi Offer: Free Modak box with orders over ₹499 Order Online Weekend Deal! *New users only.,2025-05-01 16:06:01,2025-05-21 04:06:01,Young Professionals (23-30),109100
CMP_4781_A53,Gupta Co.,Western Apparel,Agra,New Arrival Launch Offer: Get Bluetooth Speaker% introductory discount Download App,2025-04-02 00:15:38,2025-04-23 19:15:38,Cricket Fans,96200
CMP_9814_E54,Parampara Life Store,IT Services,Pune,Navratri Nights Discount: 40% OFF on Garba passes/ethnic wear Order Online *New users only.,2025-04-05 01:42:26,2025-06-14 10:42:26,Newly Married Couples,470700
CMP_2403_A55,Das AC Service,Startup Funding,Aurangabad,Weekend Getaway Deal: ₹1000 OFF on trips to Kerala Backwaters! Weekend Deal!,2025-05-25 14:23:01,2025-06-20 23:23:01,Families with Kids,117600
CMP_5511_A56,Naidu Group,Hotel Bookings,Visakhapatnam,New Arrival Launch Offer: Get Gift Voucher% introductory discount Learn More While Stocks Last! *On app orders only.,2025-04-21 04:50:33,2025-07-06 13:50:33,Fashion Shoppers,146500
CMP_4124_A57,Shah Book Depot,IT Services,Bangalore (Bengaluru),IPL Fever: Predict & Win Discount Coupon worth ₹200 Learn More Ending Midnight! *Min. spend required.,2025-04-04 06:13:15,2025-06-08 22:13:15,Job Seekers,1000000
CMP_4776_D58,Patel Sweets,Quick Service Restaurants (QSR),Agra,Flash Sale Alert: ₹25 OFF for next 3 hours! Learn More Few Spots Left! *T&C Apply.,2025-04-15 19:21:57,2025-06-08 03:21:57,Homemakers,127300
CMP_1215_A59,NextGenLink,Street Food Delights,Rishikesh,Weekend Getaway Deal: ₹3000 OFF on trips to Darjeeling! Book Today! While Stocks Last! *Selected items only.,2025-05-10 09:46:27,2025-07-02 18:46:27,College Students,134400
CMP_2110_C60,Agarwal Co.,Quick Service Restaurants (QSR),Ludhiana,Independence Day Sale: Upto 15% OFF everything! While Stocks Last!,2025-03-31 04:31:25,2025-06-28 13:31:25,SMEs,259200
CMP_2440_D61,StarZone,Quick Service Restaurants (QSR),Varanasi (Benaras),Monsoon Magic: Flat ₹150 Cashback on Chai & Pakora orders Order Online Offer Ends Soon! *Min. spend required.,2025-04-15 23:41:03,2025-06-01 05:41:03,Devotional Followers,167400
CMP_5153_A62,Sharma Sweets,Home Appliances,Jaipur,Refer a Friend & Earn ₹200 wallet cash Get Offer,2025-04-16 18:33:33,2025-05-30 16:33:33,Luxury Buyers,313900
CMP_2990_E63,Parampara Services,Insurance Products,Mumbai,Recharge Bonanza: Get ₹10 Cashback on mobile recharge of ₹99 or more Claim Now Few Spots Left! *New users only.,2025-04-05 21:20:22,2025-06-15 07:20:22,Cricket Fans,1000000
CMP_3117_C64,Reddy Group,Supermarket Deals,Kolkata,New Arrival Launch Offer: Get Dry Fruits Pack% introductory discount Download App Limited Time Offer!,2025-04-16 10:03:47,2025-04-22 21:03:47,Home Buyers,85800
CMP_6986_D65,Raj Connect,Ayurvedic Wellness,Chennai,Weekend Getaway Deal: ₹1500 OFF on trips to Ooty Hills! Book Today! Few Spots Left!,2025-05-24 16:26:36,2025-08-19 04:26:36,Senior Citizens (60+),481300
CMP_4210_E66,Parampara Bazaar,DTH Recharge,Visakhapatnam,Bill Payment Offer: Save Silver Coin% on your next electricity bill Ending Midnight! *Offer valid in Visakhapatnam.,2025-05-08 05:15:28,2025-07-03 14:15:28,Devotional Followers,122600
CMP_1265_B67,StarBasket,Online Pharmacy,Chennai,Upgrade Offer: Exchange your old Smartphone for new & get ₹2000 bonus Order Online Few Spots Left! *T&C Apply.,2025-04-28 09:52:15,2025-07-18 04:52:15,Online Shoppers,360800
CMP_6129_C68,Khan Sweets,Home Decor & Furnishing,Hyderabad,Bill Payment Offer: Save Dry Fruits Pack% on your next electricity bill Visit Store *Offer valid in Hyderabad.,2025-04-24 12:32:17,2025-05-25 04:32:17,Travel Buffs,340200
CMP_9826_D69,NextGenBasket,Food Delivery Promos,Hyderabad,Combo Deal: Mobile Recharge + Popcorn Combo @ just ₹99 Download App While Stocks Last! *Selected items only.,2025-04-01 18:08:24,2025-05-28 14:08:24,Gamers,714300
CMP_6727_A70,SmartZone,Traditional Attire (Phulkari),Goa,Recharge Bonanza: Get ₹10 Cashback on mobile recharge of ₹99 or more Claim Now Few Spots Left!,2025-04-14 17:11:12,2025-05-20 10:11:12,Online Shoppers,139100
CMP_9220_A71,Thane AC Service,Banking & Finance Offers,Thane,New Arrival Launch Offer: Get Handicraft Item% introductory discount *New users only.,2025-05-20 20:08:09,2025-08-06 17:08:09,Investors / Traders,469300
CMP_1024_C72,StarBasket,Street Food Delights,Hyderabad,New Arrival Launch Offer: Get Bluetooth Speaker% introductory discount Offer Ends Soon! *Selected items only.,2025-04-28 08:16:37,2025-07-25 09:16:37,Tourists,541100
CMP_4120_C73,QuickSolutions,Gardening Supplies,Coimbatore,Rakhi Special: Buy Designer Diya Set Get 1 Free on gifts Ending Midnight!,2025-04-12 12:17:53,2025-04-27 16:17:53,Patients (Pharmacy),41500
CMP_5267_E74,Lucknow Tiffin Service,Quick Service Restaurants (QSR),Lucknow,Ganesh Chaturthi Offer: Free Modak box with select sweet purchases While Stocks Last! *Min. spend required.,2025-04-28 08:26:05,2025-07-15 11:26:05,Salaried Employees,523800
CMP_9629_B75,Naidu Associates,Cab Services,Lucknow,Recharge Bonanza: Get ₹30 Cashback on mobile recharge of ₹149 or more *Selected items only.,2025-05-28 17:54:28,2025-08-03 18:54:28,Tech Enthusiasts,439900
CMP_6871_A76,DigitalZone,Hotel Bookings,Guwahati,Flash Sale Alert: ₹100 OFF for next 3 hours! Book Today! *Selected items only.,2025-04-11 00:20:56,2025-06-04 07:20:56,Job Seekers,151900
CMP_7482_D77,Shah Mobiles,Supermarket Deals,Kolkata,Upgrade Offer: Exchange your old Television for new & get ₹1500 bonus Recharge Now,2025-05-05 16:55:43,2025-05-25 07:55:43,Newly Married Couples,351800
CMP_6522_A78,Apna World,Sustainable Indian Brands,Puducherry,First Time User? Get 15% OFF your first order! Learn More Few Spots Left! *New users only.,2025-04-08 13:34:03,2025-04-19 13:34:03,Salaried Employees,64100
CMP_6294_E79,Smart Services,Mobile & Gadgets,Visakhapatnam,Rakhi Special: Buy Handicraft Item Get 1 Free on gifts Order Online Offer Ends Soon! *Min. spend required.,2025-04-07 23:54:05,2025-06-29 21:54:05,College Students,310900
CMP_8002_E80,Sharma Mobiles,DTH Recharge,Thane,Flash Sale Alert: ₹200 OFF for next 3 hours! Shop Now! Few Spots Left! *T&C Apply.,2025-04-20 08:53:30,2025-05-27 06:53:30,Fitness Enthusiasts,94300
CMP_7944_E81,Maha Services,Online Pharmacy,Pune,Clearance Sale: FLAT 30% OFF on selected items Get Offer Weekend Deal! *Offer valid in Pune.,2025-05-28 08:40:43,2025-06-02 23:40:43,Travel Buffs,54700
CMP_9801_A82,Malhotra Computer Repair,Startup Funding,Hyderabad,App Exclusive Deal: Bluetooth Speaker% Extra Discount! Learn More Few Spots Left! *New users only.,2025-05-25 16:22:20,2025-08-04 00:22:20,Job Seekers,657100
CMP_9342_D83,EasyAgency,Home Cleaning Services,Kanpur,Bill Payment Offer: Save Handicraft Item% on your next electricity bill Claim Now,2025-04-12 06:50:22,2025-04-22 15:50:22,Senior Citizens (60+),86300
CMP_1670_C84,Gupta General Store,Online Education Courses,Puducherry,IPL Fever: Predict & Win Discount Coupon worth ₹250 Book Today! Limited Time Offer! *Selected items only.,2025-04-22 05:45:51,2025-06-10 22:45:51,Discount Seekers,234000
CMP_9276_C85,Quick Point,Pet Care,Nashik,Recharge Bonanza: Get ₹10 Cashback on mobile recharge of ₹99 or more Claim Now Weekend Deal! *Offer valid in Nashik.,2025-04-27 11:33:26,2025-05-12 16:33:26,Families with Kids,44800
CMP_5649_E86,Naidu Traders,Gaming Tournaments (India),Shimla,Upgrade Offer: Exchange your old Laptop for new & get ₹1500 bonus Shop Now! While Stocks Last! *On app orders only.,2025-05-20 17:00:10,2025-08-02 12:00:10,College Students,341000
CMP_2461_C87,NextGenGroceries,Street Food Delights,Vadodara,First Time User? Get 70% OFF your first order! Recharge Now Today Only! *T&C Apply.,2025-05-24 13:38:34,2025-07-25 18:38:34,Young Professionals (23-30),171800
CMP_2616_D88,PrimeConnect,Telecom Recharge Offers,Coimbatore,Independence Day Sale: Upto 15% OFF everything! Get Offer While Stocks Last! *T&C Apply.,2025-05-07 17:11:30,2025-07-04 15:11:30,Homemakers,79000
CMP_2855_C89,Patel Home Cleaning,Toys & Baby Products,Amritsar,Navratri Nights Discount: 15% OFF on Garba passes/ethnic wear Get Offer Offer Ends Soon!,2025-04-20 15:13:15,2025-05-11 22:13:15,Luxury Buyers,76100
CMP_3623_E90,Kumar Sweets,Investment Platforms,Mysore,Weekend Getaway Deal: ₹1500 OFF on trips to Goa! Visit Store *New users only.,2025-03-24 23:03:15,2025-06-05 01:03:15,Tech Enthusiasts,331000
CMP_6307_A91,Naidu Electronics,Quick Service Restaurants (QSR),Mumbai,Flash Sale Alert: ₹100 OFF for next 3 hours! Explore Collection Weekend Deal! *T&C Apply.,2025-04-11 09:36:11,2025-05-05 17:36:11,DIY Crafters,840300
CMP_4287_A92,Naidu Kirana,Automotive Sales & Service,Kolkata,Upgrade Offer: Exchange your old Refrigerator for new & get ₹1000 bonus Get Offer Weekend Deal! *Min. spend required.,2025-04-28 10:00:12,2025-05-21 20:00:12,Working Mothers,528500
CMP_4550_C93,Malhotra Sweets,Hotel Bookings,Lucknow,Rakhi Special: Buy Designer Diya Set Get 1 Free on gifts *Selected items only.,2025-05-09 05:18:51,2025-06-01 18:18:51,Investors / Traders,87200
CMP_9577_A94,Verma Bakery,Street Food Delights,Indore,App Exclusive Deal: Kurta% Extra Discount! Explore Collection Weekend Deal! *New users only.,2025-04-23 15:34:34,2025-05-17 07:34:34,Investors / Traders,40100
CMP_7367_B95,StarEssentials,Event Management,Indore,Holi Hungama: 50% OFF on all colours! Get Offer Limited Time Offer! *Offer valid in Indore.,2025-04-22 04:25:39,2025-07-08 10:25:39,Readers / Book Lovers,155600
CMP_6779_A96,Bangalore Digital Solutions,Ayurvedic Wellness,Bangalore (Bengaluru),Ganesh Chaturthi Offer: Free Modak box with orders over ₹499 Recharge Now *Min. spend required.,2025-03-30 01:56:12,2025-06-05 04:56:12,Senior Citizens (60+),431800
CMP_8515_B97,Vedic Life Store,Fitness & Yoga Centers,Chandigarh,Rakhi Special: Buy Designer Diya Set Get 1 Free on gifts Claim Now *New users only.,2025-04-04 07:19:12,2025-07-02 22:19:12,Salaried Employees,518000
CMP_5490_E98,Kanpur Tours & Travels,Fine Dining,Kanpur,Ganesh Chaturthi Offer: Free Modak box with orders over ₹499 Ending Midnight! *On app orders only.,2025-05-23 05:28:41,2025-08-06 08:28:41,Families with Kids,891600
CMP_8649_D99,Desi Dhaba,Cultural Events,Jaipur,Combo Deal: Pizza + Fries @ just ₹199 Explore Collection Weekend Deal! *Selected items only.,2025-04-20 11:22:54,2025-05-17 04:22:54,Newly Married Couples,102500
CMP_9618_C00,StarEssentials,Home Pooja Decor,Rishikesh,Combo Deal: Biryani + Cold Drink @ just ₹299 Get Offer Offer Ends Soon! *Selected items only.,2025-05-23 06:10:07,2025-06-03 23:10:07,Travel Buffs,34600
CMP_9259_E01,EasyGroceries,Food Delivery Promos,Vadodara,Navratri Nights Discount: 60% OFF on Garba passes/ethnic wear Shop Now! Few Spots Left! *On app orders only.,2025-04-30 05:00:06,2025-05-08 08:00:06,Online Shoppers,30400
CMP_5484_E02,Naidu Bakery,Insurance Products,Kolkata,Ganesh Chaturthi Offer: Free Modak box with orders over ₹499,2025-04-21 22:07:30,2025-06-07 10:07:30,Business Owners,579900
CMP_5718_C03,SmartZone,Insurance Products,Darjeeling,IPL Fever: Predict & Win Discount Coupon worth ₹50 Book Today! *Selected items only.,2025-04-15 07:16:46,2025-05-13 14:16:46,Salaried Employees,126300
CMP_3982_C04,Aurangabad AC Service,Home Decor & Furnishing,Aurangabad,First Time User? Get 20% OFF your first order! Visit Store Weekend Deal! *Offer valid in Aurangabad.,2025-04-25 00:17:16,2025-06-14 05:17:16,Foodies,113500
CMP_1503_C05,Khan Opticals,Regional Film Promotions,Darjeeling,First Time User? Get 10% OFF your first order! Recharge Now Limited Time Offer! *New users only.,2025-05-22 01:07:51,2025-07-31 03:07:51,Gamers,231800
CMP_1985_A06,Reddy Home Cleaning,Travel & Tourism (Domestic),Bhopal,Flash Sale Alert: ₹100 OFF for next 3 hours! Explore Collection Festive Special! *Offer valid in Bhopal.,2025-05-08 21:21:36,2025-08-01 12:21:36,Families with Kids,540600
CMP_4989_A07,Sharma Sweets,Mobile & Gadgets,Puducherry,Holi Hungama: 15% OFF on all colours! Visit Store Offer Ends Soon!,2025-04-20 18:42:21,2025-05-01 06:42:21,Millennials (25-40),107100
CMP_2419_C08,Patel Kirana,Consumer Electronics,Pune,Independence Day Sale: Upto 30% OFF everything! Recharge Now,2025-04-07 04:03:56,2025-04-16 09:03:56,Car Buyers,252500
CMP_3417_C09,UrbanZone,Automotive Sales & Service,Visakhapatnam,Navratri Nights Discount: 30% OFF on Garba passes/ethnic wear Get Offer Ending Midnight!,2025-03-28 02:53:44,2025-04-18 17:53:44,College Students,184800
CMP_5902_E10,StarAgency,Astrology Services,Thane,Flash Sale Alert: ₹150 OFF for next 3 hours! Weekend Deal! *T&C Apply.,2025-04-05 17:56:48,2025-06-08 08:56:48,Music Lovers,155400
CMP_1182_B11,Jain Electronics,Seafood Restaurants,Mysore,Refer a Friend & Earn ₹200 wallet cash Order Online Festive Special! *Min. spend required.,2025-04-09 20:36:30,2025-07-07 18:36:30,Foodies,184500
CMP_3079_B12,Shah Quick Cabs,Traditional Attire (Phulkari),Pune,Holi Hungama: 50% OFF on all colours! Explore Collection While Stocks Last! *Offer valid in Pune.,2025-04-28 20:54:39,2025-05-28 10:54:39,Fitness Enthusiasts,394400
CMP_3257_A13,Singh AC Service,Mobile & Gadgets,Vadodara,Weekend Getaway Deal: ₹500 OFF on trips to Agra! Download App *On app orders only.,2025-05-13 18:11:20,2025-07-02 01:11:20,Tech Enthusiasts,352100
CMP_3445_C14,NextGenConnect,Consumer Electronics,Mysore,Recharge Bonanza: Get ₹30 Cashback on mobile recharge of ₹99 or more Explore Collection Offer Ends Soon! *T&C Apply.,2025-04-28 04:11:04,2025-05-12 18:11:04,Online Shoppers,161000
CMP_1470_E15,Bharat Online,Home Pooja Decor,Goa,App Exclusive Deal: Bluetooth Speaker% Extra Discount! Recharge Now Festive Special! *Offer valid in Goa.,2025-05-12 21:23:50,2025-08-07 22:23:50,Gamers,261800
CMP_1088_A16,Star Chowk,Cab Services,Ludhiana,Combo Deal: Biryani + Raita @ just ₹99 Few Spots Left! *Min. spend required.,2025-05-23 18:49:08,2025-06-30 00:49:08,Investors / Traders,120600
CMP_8547_D17,Raj Online,Cafe & Bakery Offers,Jaipur,IPL Fever: Predict & Win Discount Coupon worth ₹200 Get Offer Limited Time Offer!,2025-05-11 20:39:00,2025-05-18 22:39:00,Luxury Buyers,65300
CMP_5179_E18,Naidu Enterprises,Live Concerts & Events,Aurangabad,Combo Deal: Kurti + Cold Drink @ just ₹199 Shop Now! Few Spots Left!,2025-04-10 18:22:25,2025-06-09 01:22:25,Travel Buffs,102600
CMP_2055_E19,Shah Enterprises,Organic & Desi Groceries,Lucknow,Navratri Nights Discount: 40% OFF on Garba passes/ethnic wear While Stocks Last!,2025-05-08 12:40:05,2025-06-19 06:40:05,Travel Buffs,197300
CMP_6267_C20,Gupta Associates,Art Galleries,Chandigarh,Upgrade Offer: Exchange your old Smartphone for new & get ₹1500 bonus While Stocks Last!,2025-03-30 13:42:43,2025-06-20 12:42:43,Senior Citizens (60+),274300
CMP_6322_D21,Naidu Enterprises,Handicrafts & Textiles,Amritsar,Recharge Bonanza: Get ₹10 Cashback on mobile recharge of ₹149 or more Book Today! Ending Midnight! *New users only.,2025-05-08 19:39:24,2025-05-29 03:39:24,College Students,60800
CMP_3146_A22,Desi Point,Organic & Desi Groceries,Patna,Flash Sale Alert: ₹50 OFF for next 3 hours! Learn More *New users only.,2025-05-25 23:20:48,2025-07-25 07:20:48,Job Seekers,140200
CMP_3721_C23,Singh Enterprises,Banking & Finance Offers,Mumbai,Recharge Bonanza: Get ₹20 Cashback on mobile recharge of ₹249 or more Order Online,2025-05-02 21:28:34,2025-07-08 02:28:34,Millennials (25-40),1000000
CMP_2702_D24,Sharma Chai Stall,Matrimonial Services,Coimbatore,Combo Deal: Movie Ticket + Data Pack @ just ₹149 Order Online Today Only! *Selected items only.,2025-03-28 14:28:51,2025-06-10 13:28:51,Salaried Employees,129700
CMP_7805_E25,Kumar Pharmacy,Handicrafts & Textiles,Agra,IPL Fever: Predict & Win Discount Coupon worth ₹250 Visit Store Today Only! *T&C Apply.,2025-05-13 21:58:21,2025-07-20 23:58:21,Music Lovers,128600
CMP_4067_A26,Singh Book Depot,OTT Platform Offers,Kolkata,Flash Sale Alert: ₹25 OFF for next 3 hours! Learn More,2025-05-25 07:19:12,2025-06-20 04:19:12,Wedding Shoppers,423200
CMP_7948_C27,UrbanEssentials,Home Decor & Furnishing,Aurangabad,Combo Deal: Kurti + Popcorn Combo @ just ₹249 Order Online Offer Ends Soon! *Offer valid in Aurangabad.,2025-05-18 00:14:57,2025-06-16 09:14:57,Devotional Followers,117600
CMP_6534_D28,Kumar General Store,Pilgrimage & Spiritual Tours,Pune,Navratri Nights Discount: 15% OFF on Garba passes/ethnic wear Recharge Now Limited Time Offer!,2025-05-07 22:14:39,2025-07-27 05:14:39,Devotional Followers,534000
CMP_8241_B29,Raj Express,Pilgrimage & Spiritual Tours,Chandigarh,Recharge Bonanza: Get ₹30 Cashback on mobile recharge of ₹99 or more Learn More Ending Midnight! *T&C Apply.,2025-05-01 03:41:27,2025-06-07 11:41:27,Senior Citizens (60+),289300
CMP_9421_C30,NextGenEssentials,IT Services,Nagpur,Navratri Nights Discount: 30% OFF on Garba passes/ethnic wear Book Today!,2025-04-02 23:33:21,2025-05-15 05:33:21,Car Buyers,486200
CMP_9580_C31,Parampara Point,Western Apparel,Delhi (NCR),Refer a Friend & Earn ₹500 wallet cash Learn More Today Only! *Min. spend required.,2025-04-29 06:06:02,2025-07-06 12:06:02,Patients (Pharmacy),658000
CMP_9235_D32,Patel Pharmacy,Bollywood Movies & Music,Nagpur,Flash Sale Alert: ₹100 OFF for next 3 hours! Get Offer Today Only! *Offer valid in Nagpur.,2025-05-12 14:22:47,2025-06-20 13:22:47,Investors / Traders,165200
CMP_6399_D33,StarBasket,Event Management,Mysore,Flash Sale Alert: ₹500 OFF for next 3 hours! Claim Now Today Only!,2025-04-01 04:44:17,2025-06-13 09:44:17,Devotional Followers,284000
CMP_9513_C34,Kumar Associates,Seafood Restaurants,Aurangabad,Weekend Getaway Deal: ₹3000 OFF on trips to Agra! Ending Midnight! *Selected items only.,2025-05-01 07:12:50,2025-06-23 12:12:50,Tech Enthusiasts,209700
CMP_7449_A35,Hyderabad AC Service,Regional Film Promotions,Hyderabad,Refer a Friend & Earn ₹100 wallet cash Few Spots Left! *Selected items only.,2025-04-07 06:09:57,2025-04-22 07:09:57,Senior Citizens (60+),289100
CMP_7896_D36,RoyalZone,Seafood Restaurants,Ludhiana,Independence Day Sale: Upto 25% OFF everything! Few Spots Left! *Offer valid in Ludhiana.,2025-04-19 08:53:30,2025-06-23 00:53:30,Car Buyers,106000
CMP_4254_E37,Malhotra Tailors,Street Food Delights,Nagpur,Flash Sale Alert: ₹250 OFF for next 3 hours! Learn More *Min. spend required.,2025-04-17 05:01:17,2025-06-29 06:01:17,Cricket Fans,199700
CMP_2474_E38,Sharma General Store,Toys & Baby Products,Visakhapatnam,Recharge Bonanza: Get ₹20 Cashback on mobile recharge of ₹249 or more Claim Now While Stocks Last!,2025-04-16 09:53:23,2025-04-26 22:53:23,Salaried Employees,33600
CMP_9709_A39,Maha Chowk,Home Appliances,Darjeeling,Recharge Bonanza: Get ₹30 Cashback on mobile recharge of ₹199 or more Visit Store Weekend Deal!,2025-04-27 22:14:27,2025-06-26 13:14:27,Patients (Pharmacy),240100
CMP_8445_E40,NextGenWorld,Pharma Companies,Udaipur,Combo Deal: Biryani + Data Pack @ just ₹99 Get Offer Weekend Deal! *New users only.,2025-04-15 15:46:39,2025-04-25 23:46:39,Discount Seekers,30000
CMP_4243_B41,Gupta Chai Stall,Pilgrimage & Spiritual Tours,Bhopal,Upgrade Offer: Exchange your old Television for new & get ₹1000 bonus Visit Store,2025-05-04 09:59:25,2025-07-31 11:59:25,Homemakers,343500
CMP_2313_C42,Lucknow Event Planners,Real Estate,Lucknow,First Time User? Get 25% OFF your first order!,2025-04-06 23:15:46,2025-06-24 13:15:46,Home Buyers,846700
